nofinesset,nofinessej,rs_courte,rs_longue,telephone,departement_code,departement_nom,ville_cp,categorie_libelle,categorie_groupe_libelle,statut_juridique_lib,siret
450021449,450000088,SITE JEANNE D'ARC GIEN - CHRU ORLEANS,SITE JEANNE D'ARC DE GIEN - CHRU ORLEANS,,45,LOIRET,45500 GIEN,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26450009100337
450023221,450000088,CHRU ECOLE FORMATION DE AIDE-SOIGNANT,CHRU ORLEANS FORMATION D AIDE-SOIGNANT ANTENNE PITHIVIERS,0238789712,45,LOIRET,45300 PITHIVIERS,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,,
460000045,460780083,CH FIGEAC SITE MARTIN MALVY,CENTRE HOSPITALIER FIGEAC SITE MARTIN MALVY,0565506550,46,LOT,46106 FIGEAC CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26460003200017
460000052,460780091,CH ST JACQUES ST CERE,CENTRE HOSPITALIER SAINT CERE (HOP PROXIMITE),0565104000,46,LOT,46400 ST CERE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26460011500010
460000102,460780208,CH JEAN COULON GOURDON,CENTRE HOSPITALIER JEAN COULON GOURDON,0565276527,46,LOT,46300 GOURDON,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26460004000010
460000110,460780216,CH JEAN ROUGIER CAHORS,CENTRE HOSPITALIER JEAN ROUGIER CAHORS,0565205050,46,LOT,46005 CAHORS CEDEX 9,Centre Hospitalier (C.H.),Centres Hospitaliers,,26460001600010
460000227,460780430,CH LOUIS CONTE GRAMAT,CENTRE HOSPITALIER LOUIS CONTE GRAMAT (HOP PROXIMITE),0565387350,46,LOT,46500 GRAMAT,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26460017200011
460004559,460785090,HJ PIJ LEYME CHS FALRET,HJ PSY INFANTO JUVENILE LEYME CHS JP FALRET,0565102030,46,LOT,46120 LEYME,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800014
460005507,460785090,UNITE PSY GEN HC CAHORS CHS FALRET,UNITE D'HOSPITALISATION COMPLETE CAHORS CHS JP FALRET,0565102030,46,LOT,46000 CAHORS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800816
460005804,460005796,GIP BI2HQ,GIP BLANCHISSERIE INTERHOSPITALIERE DU HAUT QUERCY,0565110704,46,LOT,46120 LEYME,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Etablissement public de santé,26460525400020
460006158,460785090,HJ PSY GEN GERONTO CATTP ADO CAHORS,HJ PSY GEN GERONTO EAGP CATTP ADO CAHORS CHS JP FALRET,0565102030,46,LOT,46000 CAHORS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800501
460007404,460007396,HAD 46 FIGEAC,HAD 46,0565507643,46,LOT,46100 FIGEAC,Hospitalisation à Domicile,Traitements et Soins à Domicile,Non concerné,84844059000083
460007487,460785090,HJ PSY GEN ST CERE CHS J FALRET,HJ PSY GENERALE ST CERE CHS J FALRET,0565102030,46,LOT,46400 ST CERE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
460007842,460780083,CH FIGEAC SITE FONT REDONDE,CH FIGEAC SITE FONT REDONDE,0565506503,46,LOT,46100 FIGEAC,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26460003200108
460780554,460785090,CHS JP FALRET LEYME PSY ET SMR,CHS JP FALRET LEYME PSY ET SMR,0565102030,46,LOT,46120 LEYME,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Etablissement de santé privé d'intérêt collectif,30818675800014
460781685,460785090,HJ PSY GEN CAHORS CHS JP FALRET,HJ PSY GENERALE CAHORS CHS JP FALRET,0565102030,46,LOT,46000 CAHORS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800048
460781693,460785090,HJ PIJ CAHORS CHS JP FALRET,HJ PSY INFANTO JUVENILE CAHORS CHS JP FALRET,0565102030,46,LOT,46000 CAHORS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800303
460784325,460785090,HJ PIJ SOUILLAC CHS JP FALRET,HJ PSY INFANTO JUVENILE SOUILLAC CHS JP FALRET,0565102030,46,LOT,46200 SOUILLAC,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800733
460784895,460785090,HJ PIJ ST CERE CHS JP FALRET,HOPITAL DE JOUR PIJ SAINT CERE CHS JP FALRET,0565102030,46,LOT,46400 ST CERE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800667
460785553,460780216,CTRE PLANIF FAM CH CAHORS,CENTRE DE PLANIFICATION ET D'EDUCATIOIN FAMILIALE,0565205025,46,LOT,46000 CAHORS,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26460001600051
460785587,460780091,CTRE PLANIF FAM CH SAINT CERE,CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE,0565301840,46,LOT,46400 ST CERE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26460011500036
460785801,460785090,HJ PIJ FIGEAC CHS JP FALRET,HJ PSY INFANTO JUVENILE FIGEAC CHS JP FALRET,0565102030,46,LOT,46100 FIGEAC,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800568
460785819,460785090,HJ PSY GEN FIGEAC CHS JP FALRET,HJ PSY GENERALE FIGEAC CHS JP FALRET,0565102030,46,LOT,46100 FIGEAC,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,30818675800790
470000423,470016171,CH AGEN NERAC - HOPITAL SAINT-ESPRIT,CH AGEN NERAC - HOPITAL SAINT-ESPRIT,0553697010,47,LOT ET GARONNE,47923 AGEN CEDEX 9,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20005309800014
470000431,470000324,CH VILLENEUVE -POLE SANTE VILLENEUVOIS,CH VILLENEUVE - POLE DE SANTE DU VILLENEUVOIS,0553722300,47,LOT ET GARONNE,47305 VILLENEUVE SUR LOT CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26470243200081
470000480,470001660,CENTRE HOSPITALIER DE MARMANDE - CHIC,CENTRE HOSPITALIER DE MARMANDE - CHIC MARMANDE-TONNEINS,0553203040,47,LOT ET GARONNE,47207 MARMANDE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26470361200012
470000522,470016171,CH AGEN NERAC - SITE DE NERAC,CENTRE HOSPITALIER AGEN NERAC - SITE DE NERAC,0553976100,47,LOT ET GARONNE,47600 NERAC,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20005309800071
470000530,470000357,HOPITAL LOCAL DE CASTELJALOUX,HOPITAL LOCAL DE CASTELJALOUX,0553203450,47,LOT ET GARONNE,47700 CASTELJALOUX,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26470348900049
470000548,470000365,HOPITAL LOCAL PENNE AGENAIS,HOPITAL LOCAL DE PENNE D'AGENAIS,0553415415,47,LOT ET GARONNE,47140 PENNE D AGENAIS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26470349700018
470000555,470001660,CENTRE HOSPITALIER TONNEINS,CENTRE HOSPITALIER TONNEINS,0553790061,47,LOT ET GARONNE,47400 TONNEINS,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26470361200012
470000563,470000381,CH DEPARTEMENTAL DE LA CANDELIE,CENTRE HOSPITALIER DEPARTEMENTAL DE LA CANDELIE,0553776700,47,LOT ET GARONNE,47480 PONT DU CASSE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900011
470000571,470000407,CENTRE HOSPITALIER DE FUMEL,CENTRE HOSPITALIER DE FUMAL - ELISABETH DESARNAUTS,0553405400,47,LOT ET GARONNE,47501 FUMEL CEDEX,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26470249900023
470008244,470000381,H DE JOUR LES 3 ROSIERS - CMPE - CATTP,H DE JOUR LES 3 ROSIERS - CMPE - CATTP,0553986030,47,LOT ET GARONNE,47000 AGEN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900094
470008251,470000381,H DE JOUR - CMP - CATTP L'AURAUCARIA,H DE JOUR - CMP - CATTP L'AURAUCARIA,0553778580,47,LOT ET GARONNE,47300 VILLENEUVE SUR LOT,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900037
470008301,470000381,H DE JOUR - CMPE - CATTP LES OYATS,H DE JOUR - CMPE - CATTP LES OYATS,0553778534,47,LOT ET GARONNE,47200 MARMANDE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900052
470008335,470000381,CENTRE DE SOINS DR JEAN LUC GEOFFROY,CENTRE DE SOINS DR JEAN LUC GEOFFROY,0553203636,47,LOT ET GARONNE,47200 MARMANDE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900060
470008582,470000381,CENTRE DE SOINS DU GRAVIER,CENTRE DE SOINS DU GRAVIER,0553777930,47,LOT ET GARONNE,47000 AGEN,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900078
470008608,470000381,H DE JOUR LES JARDINS DE CAPEL - CMP,H DE JOUR LES JARDINS DE CAPEL - CMP,0553778565,47,LOT ET GARONNE,47300 BIAS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900045
470008616,470000381,H DE JOUR CMP CATTP FUMEL,H DE JOUR CMP CATTP FUMEL,0553777999,47,LOT ET GARONNE,47500 FUMEL,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26470268900029
470008632,470000381,HJ - CMP - CATTP DE L'ALBRET,HJ - CMP - CATTP DE L'ALBRET,0553976040,47,LOT ET GARONNE,47600 NERAC,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,
470009358,470009309,HOSPITALISATION A DOMICILE 47,HOSPITALISATION A DOMICILE 47,0553666147,47,LOT ET GARONNE,47240 CASTELCULIER,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",48751635300033
470010349,470010331,CENTRE DE RADIOTHÉRAPIE ET D'ONCOLOGIE,CENTRE DE RADIOTHERAPIE ET D'ONCOLOGIE DE MOYENNE GARONNE,0553691200,47,LOT ET GARONNE,47000 AGEN,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,39290298700016
470013111,330781196,LACTARIUM DU DR RAYMOND FOURCADE,LACTARIUM DU DOCTEUR RAYMOND FOURCADE,0553642622,47,LOT ET GARONNE,47200 MARMANDE,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26330582300506
470016205,470016171,CH AGEN NERAC - ANTENNE SMUR DE NERAC,CH AGEN NERAC - ANTENNE SMUR DE NERAC,0553976100,47,LOT ET GARONNE,47600 NERAC,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20005309800048
470016718,470001918,IMAGERIE MEDICALE PAYS AGENAIS,IMAGERIE MEDICALE PAYS AGENAIS - SITE CH AGEN NERAC,,47,LOT ET GARONNE,47923 AGEN CEDEX 9,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,47836678400013
480000017,480780097,HOPITAL LOZERE SITE VALLEE DU LOT,HOPITAL LOZERE SITE VALLEE DU LOT MENDE,0466494949,48,LOZERE,48000 MENDE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26480009500012
480000033,480780121,CH FANNY RAMADIER ST CHELY D'APCHER,CH FANNY RAMADIER SAINT CHELY D'APCHER (HOP PROXIMITE),0466310066,48,LOZERE,48200 ST CHELY D APCHER,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26480012900027
480000041,480780139,CH DE FLORAC TROIS RIVIERES,CENTRE HOSPITALIER DE FLORAC TROIS RIVIERES (HOP PROXIMITE),0466496300,48,LOZERE,48400 FLORAC TROIS RIVIERES,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26480004600015
480000058,480780147,CHS FRANCOIS TOSQUELLES ST ALBAN,CENTRE HOSPITALIER SPECIALISE FRANCOIS TOSQUELLES,0466425555,48,LOZERE,48120 ST ALBAN SUR LIMAGNOLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100017
480000066,480780154,CH ST JACQUES MARVEJOLS,CENTRE HOSPITALIER SAINT JACQUES MARVEJOLS (HOP PROXIMITE),0466496800,48,LOZERE,48100 MARVEJOLS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26480008700019
480000074,480780162,CH LANGOGNE,CENTRE HOSPITALIER DE LANGOGNE (HOP PROXIMITE),0466697800,48,LOZERE,48300 LANGOGNE,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26480005300011
480001585,480780147,UAP PAUL ELUARD MENDE CHS ST ALBAN,UAP UNITE D'ADMISSION EN PSYCHIATRIE PAUL ELUARD MENDE,0466472030,48,LOZERE,48000 MENDE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100223
480001593,480780147,HJ PSY GEN SAINT CHELY CHS ST ALBAN,HOSPITALISATION DE JOUR PSYCHIATRIE ADULTES SAINT CHELY,0466318571,48,LOZERE,48200 ST CHELY D APCHER,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100264
480001825,750047367,HAD LOZERE MENDE,HOSPITALISATION A DOMICILE LOZERE MENDE,0466943930,48,LOZERE,48000 MENDE,Hospitalisation à Domicile,Traitements et Soins à Domicile,Non concerné,49982497700106
480002716,480780147,USA MENDE CHS ST ALBAN,UNITE DE SOINS EN PSYCHIATRIE ADOLESCENTS MENDE,0466472070,48,LOZERE,48000 MENDE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100256
480002849,480004241,SELAS RADIO RAHMANI SITE CH GEVAUDAN,SELAS RADIOLOGIE RAHMANI SITE CH DU GEVAUDAN,0466322495,48,LOZERE,48100 MARVEJOLS,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,89349187800011
480002948,480780097,HOPITAL LOZERE SITE GEVAUDAN,HOPITAL LOZERE SITE GEVAUDAN MARVEJOLS,0466495200,48,LOZERE,48100 MARVEJOLS,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26480009500129
480004464,340011022,SCINTIDOC SITE HOPITAL LOZERE,SCINTIDOC SITE HOPITAL LOZERE SITE VALLEE DU LOT,,48,LOZERE,48000 MENDE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
480780279,480780097,SMR HOPITAL LOZERE SITE VALLEE DU LOT,SMR HOPITAL LOZERE SITE VALLEE DU LOT (CHALDECOSTE),0466494949,48,LOZERE,48000 MENDE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26480009500061
480782408,480780147,HJ PIJ MENDE ST ALBAN,HOSPITALISATION DE JOUR PSY INFANTO JUVENILE CMP YVES RACINE,0466472081,48,LOZERE,48000 MENDE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100041
480783224,480780147,HJ PIJ ST CHELY CHS ST ALBAN,HJ PSY INFANTO JUVENILE CENTRE GUIDANCE SAINT CHELY,0466313581,48,LOZERE,48200 ST CHELY D APCHER,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100140
480783877,480780147,HJ PSY GEN PRE VIVAL MENDE CHS ST ALBA,HOSPITALISATION DE JOUR PSYCHIATRIE ADULTES LE PRE VIVAL,0466657050,48,LOZERE,48000 MENDE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26480011100215
490000049,490000031,CHU ANGERS SITE LARREY,CENTRE HOSPITALIER UNIVERSITAIRE D ANGERS,0241353637,49,MAINE ET LOIRE,49933 ANGERS CEDEX 9,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26490003600015
490000106,490000163,CESAME CHS STE GEMMES SUR LOIRE,CENTRE DE SANTE MENTALE ANGEVIN DE STE GEMMES SUR LOIRE,0241807908,49,MAINE ET LOIRE,49130 STE GEMMES SUR LOIRE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400019
490000239,490015765,ESBV-SITE DE BAUGE,ETABLISSEMENT DE SANTE BAUGEOIS VALLEE-SITE DE BAUGE,0241841384,49,MAINE ET LOIRE,49150 BAUGE EN ANJOU,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490664500017
490000254,490015765,ESBV-SITE DE BEAUFORT,ETABLISSEMENT DE SANTE BAUGEOIS VALLEE-SITE DE BEAUFORT,0241575000,49,MAINE ET LOIRE,49250 BEAUFORT EN ANJOU,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490664500058
490000296,440053643,CH DE CANDE,CENTRE HOSPITALIER DE CANDE,0241927360,49,MAINE ET LOIRE,49440 CANDE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20007304700017
490000312,490012176,HAD SAINT SAUVEUR,HOPITAL A DOMICLE SAINT SAUVEUR,0241246000,49,MAINE ET LOIRE,49130 STE GEMMES SUR LOIRE,Hospitalisation à Domicile,Traitements et Soins à Domicile,Non concerné,41396841300026
490000320,490000395,HOPITAL CORNICHE ANGEVINE À CHALONNES,HOPITAL DE LA CORNICHE ANGEVINE À CHALONNES-SUR-LOIRE,0241742700,49,MAINE ET LOIRE,49290 CHALONNES SUR LOIRE,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490008500012
490000338,490000403,CENTRE HOSPITALIER DOUE EN ANJOU,CENTRE HOSPITALIER DOUE EN ANJOU,0241834610,49,MAINE ET LOIRE,49700 DOUE EN ANJOU,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490048100013
490000353,490528452,CH SAUMUR LONGUE JUMELLES SITE LONGUE,CENTRE HOSPITALIER SAUMUR LONGUE JUMELLES SITE LONGUE,0241536363,49,MAINE ET LOIRE,49160 LONGUE JUMELLES,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
490000494,490000429,CH LAYON-AUBANCE MARTIGNE BRIAND,,0241835555,49,MAINE ET LOIRE,49540 TERRANJOU,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490046500016
490000569,440000313,CH CNP SITE POUANCE,CENTRE HOSPITALIER POUANCE,0241948700,49,MAINE ET LOIRE,49420 OMBREE D ANJOU,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20004497200012
490000635,490000676,CH DE CHOLET,CENTRE HOSPITALIER DE CHOLET,0241496000,49,MAINE ET LOIRE,49325 CHOLET CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26490039000016
490000650,490007689,CHI LYS HYROME-CHEMILLE,CHI LYS HYROME-CHEMILLE,0241462424,49,MAINE ET LOIRE,49120 CHEMILLE EN ANJOU,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490667800042
490001765,490528452,CH DE SAUMUR,CENTRE HOSPITALIER DE SAUMUR,0241533120,49,MAINE ET LOIRE,49403 SAUMUR CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26490052300012
490001831,490007689,CHI LYS HYROME-LYS HAUT LAYON,CHI LYS HYROME-LYS HAUT LAYON,0241758036,49,MAINE ET LOIRE,49310 LYS HAUT LAYON,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26490667800075
490003282,490000163,CESAME FOYER ROCHELOIRE - PONTS DE CE,CESAME FOYER ROCHELOIRE - PONTS DE CE,0241807664,49,MAINE ET LOIRE,49130 LES PONTS DE CE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400068
490009669,490000163,CESAME HDJ CMP CATTP - DSA,CESAME HDJ CMP CATTP - DSA,0241807661,49,MAINE ET LOIRE,49100 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400415
490009958,490000163,CESAME CMP CATTP - ROI RENE,CESAME CMP CATTP - ROI RENE,0241807610,49,MAINE ET LOIRE,49000 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400217
490010428,490000163,CESAME HDJ CMP CATTP QUEMARD BLANDIN,CESAME HDJ CMP CATTP QUEMARD BLANDIN,0241807630,49,MAINE ET LOIRE,49100 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400407
490010519,490000163,CESAME HDJ CMP CATTP - SEGRE,CESAME HDJ CMP CATTP - SEGRE,0241264260,49,MAINE ET LOIRE,49500 SEGRE EN ANJOU BLEU,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400290
490010568,490000163,CESAME HDJ CMP CATTP - AVRILLE,CESAME HDJ CMP CATTP - AVRILLE,0241807655,49,MAINE ET LOIRE,49240 AVRILLE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400282
490010659,490000163,CESAME HDJ CMP CATTP - ST LEONARD,CESAME HDJ CMP CATTP - ST LEONARD,0241807686,49,MAINE ET LOIRE,49000 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400266
490010709,490000163,CESAME HDJ CMP CATTP - GAUGUIN,CESAME HDJ CMP CATTP - GAUGUIN,0241807640,49,MAINE ET LOIRE,49100 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400258
490011269,490000676,HDJ CORDELIERS CH CHOLET,HOPITAL DE JOUR PSYCHIATRIQUE,,49,MAINE ET LOIRE,49300 CHOLET,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26490039000206
490011418,490528452,HDJ CH DE SAUMUR,HOPITAL DE JOUR PSYCHIATRIQUE LE POINT DU JOUR  CH DE SAUMUR,0241407034,49,MAINE ET LOIRE,49400 SAUMUR,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26490052300137
490011459,490000163,CESAME HDJ CMP CATTP - LA ROSERAIE,CESAME HDJ CMP CATTP - LA ROSERAIE,0241807712,49,MAINE ET LOIRE,49000 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400357
490011558,490000163,CESAME HDJ CATTP - MUSSET,CESAME HDJ CATTP - MUSSET,0241807687,49,MAINE ET LOIRE,49000 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400332
490013489,490000163,CESAME HDJ CATTP - ARANTELE,CESAME HDJ CATTP - ARANTELE,0241807608,49,MAINE ET LOIRE,49000 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400373
490016318,490000163,CESAME HDJ CMP CATTP - BAUGE,CESAME HDJ CMP CATTP - BAUGE,0241823082,49,MAINE ET LOIRE,49150 BAUGE EN ANJOU,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400381
490016334,490016326,HAD MAUGES BOCAGE CHOLETAIS,HOPITAL A DOMICILE MAUGES BOCAGE CHOLETAIS,0241496275,49,MAINE ET LOIRE,49300 CHOLET,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",50285218900021
490016870,440052041,HAD SAUMUROIS,HAD SAUMUROIS,0241831230,49,MAINE ET LOIRE,49700 DOUE EN ANJOU,Hospitalisation à Domicile,Traitements et Soins à Domicile,Non concerné,48443411300086
490017126,490017118,MAH LE FIGUIER,MAH LE FIGUIER,0241725900,49,MAINE ET LOIRE,49000 ANGERS,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,50415842900028
490019148,490000163,CESAME HDJ CMP CATTP - ROGER MISES,CESAME HDJ CMP CATTP - ROGER MISES,0241807733,49,MAINE ET LOIRE,49000 ANGERS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26490061400431
490019577,490015914,IRM AGGLO ANGEVINE-RADIOLOGIE MOLLIERE,IRM AGGLO ANGEVINE-RADIOLOGIE MOLLIERE,0241874888,49,MAINE ET LOIRE,49070 BEAUCOUZE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
